"id"    "prob"
19999    0.101
3552    0.311
8876    0.78
18766    0.567
9039    0.568
41407    0.697
17804    0.101
48725    0.153
40896    0.221
6328    0.282
45427    0.562
11629    0.338
6350    0.162
24687    0.585
3490    0.692
7882    0.14
4265    0.686
33709    0.508
36645    0.603
15207    0.273
2372    0.316
44686    0.19
25570    0.45
39777    0.523
10896    0.194
17345    0.563
1766    0.755
770    0.113
4311    0.87
41975    0.863
33564    0.47
5424    0.17
22149    0.708
5328    0.639
4127    0.177
6736    0.855
5241    0.301
2293    0.666
36768    0.69
35849    0.167
4280    0.176
31465    0.449
20374    0.846
19782    0.346
19789    0.119
18828    0.312
19287    0.168
24361    0.04
13794    0.307
32443    0.828
1332    0.383
19537    0.122
33278    0.342
7317    0.364
42861    0.654
8241    0.294
33473    0.36
23343    0.639
15125    0.217
48886    0.39
24939    0.6
38421    0.481
40146    0.705
8142    0.711
39263    0.288
43557    0.405
8543    0.305
5687    0.563
40678    0.234
13365    0.218
21975    0.36
1769    0.619
40810    0.787
27603    0.164
42306    0.875
37929    0.406
1883    0.423
7470    0.829
33215    0.104
16030    0.652
30987    0.045
21189    0.827
4722    0.787
6245    0.565
25536    0.666
9919    0.728
26468    0.794
31112    0.79
42912    0.31
22181    0.046
28784    0.393
43423    0.796
45577    0.385
23204    0.477
8005    0.124
21795    0.132
24536    0.682
5036    0.4
37015    0.579
35562    0.296
10502    0.718
25505    0.417
44557    0.665
17132    0.177
49532    0.743
48897    0.792
16316    0.869
5182    0.51
2622    0.436
13976    0.344
7166    0.603
30716    0.524
31338    0.474
18432    0.543
49948    0.465
30699    0.865
2704    0.421
1993    0.498
26150    0.36
17885    0.39
41202    0.581
14977    0.856
28546    0.292
302    0.468
44163    0.293
45238    0.184
31891    0.457
17421    0.381
19662    0.423
28556    0.126
35122    0.593
34280    0.568
39479    0.634
9621    0.361
12810    0.678
695    0.056
32283    0.764
15818    0.31
48444    0.464
31241    0.717
10015    0.551
34822    0.406
20522    0.767
37638    0.662
18049    0.616
13380    0.807
35265    0.275
35858    0.207
28069    0.18
49926    0.152
43963    0.326
12242    0.459
6716    0.184
19308    0.478
30847    0.078
1192    0.735
2441    0.135
44489    0.794
4699    0.408
49666    0.741
36102    0.224
3543    0.227
11694    0.81
39468    0.216
45912    0.427
17912    0.635
46982    0.199
17622    0.157
20293    0.572
41256    0.37
49306    0.894
33644    0.829
6533    0.745
44638    0.773
7812    0.727
5705    0.703
99    0.389
26827    0.667
14692    0.87
18555    0.5
7856    0.372
45378    0.081
22375    0.653
47776    0.798
24586    0.351
27093    0.775
9132    0.169
38662    0.755
44616    0.108
25030    0.127
43269    0.587
44513    0.799
40115    0.734
6062    0.462
26935    0.619
29742    0.421
5435    0.101
23244    0.498
14821    0.477
21369    0.135
26199    0.285
49405    0.669
30420    0.893
23802    0.205
27096    0.546
48024    0.406
4344    0.224
34406    0.615
1743    0.398
25792    0.609
12742    0.796
12594    0.402
39918    0.667
2031    0.56
9603    0.545
27000    0.065
2891    0.123
40797    0.722
40754    0.127
33041    0.823
25694    0.762
23451    0.621
35173    0.043
16327    0.363
9830    0.779
16399    0.828
485    0.843
17289    0.791
19619    0.067
32733    0.553
1279    0.747
37084    0.317
26451    0.406
30791    0.804
40437    0.628
20450    0.08
28515    0.8
9699    0.909
38916    0.751
170    0.106
10365    0.616
31060    0.892
41744    0.785
5948    0.863
2630    0.304
46131    0.555
49746    0.488
31792    0.097
4062    0.4
11984    0.485
17542    0.8
22703    0.722
11654    0.482
48087    0.73
22874    0.345
9597    0.161
2881    0.569
27232    0.38
6123    0.831
29775    0.872
27545    0.334
4643    0.712
19629    0.264
41874    0.716
48008    0.669
5557    0.288
23619    0.246
34369    0.58
37545    0.489
36808    0.234
27937    0.507
48561    0.414
15227    0.677
11296    0.327
3273    0.328
31204    0.158
27805    0.2
16037    0.178
10462    0.516
14953    0.881
21811    0.131
49957    0.417
24074    0.287
4887    0.257
28931    0.685
42649    0.105
30039    0.25
45096    0.209
31876    0.377
17577    0.443
8364    0.801
3213    0.515
17241    0.125
14682    0.615
32527    0.444
6014    0.495
13410    0.544
28475    0.266
41249    0.798
35438    0.42
46589    0.871
10998    0.724
5126    0.667
9482    0.499
7123    0.582
40711    0.32
14222    0.772
23333    0.183
17016    0.154
25226    0.337
42909    0.594
44797    0.638
10545    0.538
34926    0.357
7452    0.215
29563    0.765
49805    0.599
34922    0.854
22814    0.598
9640    0.87
9125    0.221
38127    0.348
38341    0.483
8564    0.443
25894    0.566
8608    0.279
6756    0.3
16252    0.8
45726    0.804
18666    0.255
31620    0.683
16549    0.215
803    0.2
40743    0.546
8736    0.444
9197    0.233
4188    0.288
12285    0.718
7009    0.569
36917    0.49
12248    0.43
5495    0.192
7229    0.5
11483    0.805
34136    0.59
21754    0.647
23978    0.073
4190    0.618
26607    0.234
10101    0.395
23891    0.662
1980    0.816
34407    0.487
19536    0.424
41418    0.733
11320    0.165
17732    0.236
313    0.784
38416    0.803
20778    0.277
48435    0.76
8205    0.405
38653    0.522
1842    0.746
264    0.316
17938    0.82
35107    0.791
11255    0.65
28285    0.793
29695    0.432
29137    0.729
8654    0.824
26865    0.761
35824    0.761
17582    0.757
28603    0.638
42184    0.269
17009    0.767
28991    0.238
20445    0.135
15102    0.325
38690    0.385
34909    0.533
395    0.597
40098    0.188
42645    0.417
24507    0.128
12680    0.459
12135    0.357
43093    0.4
33890    0.45
21838    0.63
13217    0.699
21848    0.841
20064    0.823
206    0.659
11760    0.702
34350    0.361
31510    0.472
39817    0.674
45848    0.447
48920    0.231
17226    0.335
6675    0.472
15112    0.243
13540    0.37
30711    0.18
31088    0.485
17672    0.899
3028    0.291
11594    0.7
6400    0.122
19013    0.165
14456    0.229
35547    0.711
42953    0.548
37374    0.773
20177    0.882
16657    0.756
12616    0.58
1995    0.872
46128    0.516
13306    0.922
21359    0.58
2879    0.093
16172    0.323
35920    0.381
32261    0.193
31482    0.91
23699    0.618
2479    0.371
25162    0.613
18127    0.51
39055    0.813
35194    0.485
4903    0.306
132    0.346
25019    0.872
46165    0.618
43996    0.73
15232    0.645
47151    0.325
17355    0.703
44629    0.824
23530    0.778
36519    0.25
4910    0.861
36854    0.804
917    0.668
23706    0.706
43730    0.197
41951    0.054
7611    0.629
40788    0.581
44027    0.775
46505    0.792
17201    0.756
4539    0.299
18475    0.105
20825    0.209
24046    0.805
5602    0.414
31058    0.169
20630    0.566
38166    0.604
46564    0.851
9440    0.73
43062    0.633
19432    0.569
13797    0.528
19392    0.24
6609    0.598
2363    0.313
26431    0.485
15743    0.79
33678    0.727
14326    0.331
21973    0.827
49326    0.279
543    0.793
29200    0.125
6597    0.538
20785    0.758
20990    0.578
11630    0.162
48825    0.783
30277    0.577
7265    0.373
42608    0.751
23134    0.791
26798    0.768
25633    0.385
46768    0.521
6278    0.711
13681    0.425
12148    0.756
25236    0.387
2530    0.304
37622    0.14
25099    0.611
37849    0.697
46301    0.857
20731    0.744
318    0.479
10456    0.497
7816    0.897
37396    0.309
2335    0.606
21595    0.645
27977    0.183
32697    0.497
14670    0.298
42463    0.81
6124    0.627
9294    0.225
12433    0.178
12200    0.488
11101    0.518
13515    0.75
39246    0.506
27436    0.679
12093    0.582
38503    0.644
30502    0.219
47586    0.248
2929    0.809
22551    0.221
2945    0.749
21408    0.355
49941    0.415
24325    0.112
18076    0.843
2447    0.385
25956    0.719
2866    0.266
48069    0.828
40708    0.63
3333    0.283
24376    0.418
49512    0.785
9351    0.571
11362    0.21
12068    0.615
10645    0.776
26428    0.898
20662    0.24
47381    0.838
33705    0.656
41618    0.438
26750    0.538
30777    0.446
46164    0.837
30000    0.397
33667    0.511
32542    0.852
28318    0.37
12855    0.185
17367    0.136
46735    0.704
35334    0.267
15873    0.768
5751    0.712
4476    0.54
6518    0.702
47582    0.347
49484    0.531
21837    0.421
46248    0.592
1388    0.143
22025    0.423
12935    0.158
37549    0.834
293    0.232
5133    0.63
5739    0.667
2518    0.387
17890    0.091
11938    0.719
4034    0.279
1360    0.195
4756    0.785
1484    0.636
30351    0.511
7383    0.48
18876    0.31
16623    0.537
23494    0.62
34810    0.669
9049    0.468
12917    0.714
2815    0.853
14472    0.467
34480    0.512
43167    0.216
20579    0.492
28074    0.761
13243    0.658
3481    0.81
40110    0.089
17325    0.222
38295    0.715
12126    0.436
45505    0.281
13881    0.555
30922    0.813
8167    0.366
7901    0.807
583    0.582
22695    0.859
43692    0.128
28240    0.106
41701    0.495
27322    0.322
41600    0.227
31754    0.684
9134    0.293
31011    0.088
24174    0.335
38912    0.353
25200    0.843
11026    0.448
36672    0.339
35059    0.906
30038    0.426
17867    0.475
29093    0.759
17020    0.232
16059    0.274
21243    0.675
17576    0.464
9589    0.502
33210    0.313
11506    0.384
18197    0.129
36159    0.901
17426    0.405
15937    0.264
11711    0.669
2977    0.811
32506    0.659
14476    0.308
43366    0.685
1127    0.711
35863    0.153
30790    0.739
38901    0.552
41702    0.519
25518    0.198
32398    0.184
28945    0.359
12434    0.557
38354    0.77
45828    0.105
36122    0.316
47486    0.321
34840    0.233
30952    0.291
14022    0.127
34091    0.303
7201    0.382
753    0.381
35248    0.66
40836    0.532
41923    0.422
30088    0.591
42320    0.542
49308    0.809
25367    0.535
17985    0.368
24913    0.276
16788    0.65
47205    0.303
19076    0.354
255    0.108
49939    0.907
46280    0.394
15959    0.712
28655    0.704
17452    0.816
38488    0.156
46152    0.07
46431    0.788
38910    0.15
11896    0.126
11416    0.594
26088    0.182
28562    0.352
33770    0.468
23467    0.395
23118    0.573
35830    0.154
27123    0.624
5078    0.097
23550    0.46
6837    0.444
48446    0.473
26212    0.419
3442    0.462
18965    0.366
25294    0.146
5583    0.223
4414    0.68
25958    0.631
3530    0.494
31546    0.397
9216    0.851
42381    0.314
2726    0.477
41254    0.507
43514    0.156
9697    0.806
14200    0.839
14846    0.428
45608    0.113
26502    0.863
8977    0.529
16609    0.234
10424    0.06
46278    0.448
49930    0.416
29100    0.731
1655    0.548
20135    0.581
36210    0.325
45290    0.292
32909    0.396
18117    0.545
49410    0.805
16119    0.604
11217    0.838
28478    0.73
21828    0.637
30755    0.105
19582    0.539
19199    0.379
22986    0.746
33364    0.664
12480    0.503
807    0.096
39903    0.817
7444    0.55
49537    0.527
46524    0.708
25117    0.593
21201    0.509
28170    0.406
8945    0.842
17120    0.855
26758    0.168
39404    0.36
22768    0.547
47042    0.397
38830    0.375
12003    0.678
23253    0.201
5100    0.051
34607    0.74
14125    0.228
46532    0.567
34812    0.528
46027    0.396
31511    0.27
40381    0.14
38988    0.237
24717    0.675
33839    0.577
27428    0.767
21227    0.886
21744    0.708
15314    0.213
44662    0.422
13109    0.617
7392    0.139
16875    0.829
4405    0.063
24863    0.571
3217    0.241
46842    0.384
37380    0.728
16473    0.775
22418    0.391
22897    0.832
40950    0.561
43208    0.411
32162    0.815
43462    0.215
29209    0.358
47806    0.308
44004    0.445
39946    0.152
31746    0.426
43476    0.34
30447    0.846
44265    0.353
10715    0.393
43252    0.592
45405    0.674
10035    0.86
36110    0.123
5377    0.611
21415    0.27
42153    0.307
6709    0.606
6026    0.902
28705    0.729
30132    0.82
5189    0.856
10255    0.799
34241    0.511
42394    0.6
44490    0.404
49588    0.526
423    0.364
14104    0.27
26303    0.852
7324    0.742
21084    0.183
38941    0.784
25372    0.741
2373    0.434
5735    0.945
24165    0.676
48578    0.589
32463    0.852
17536    0.154
32619    0.484
296    0.124
26395    0.573
14248    0.175
39335    0.153
34673    0.509
15322    0.323
41708    0.49
48153    0.729
28691    0.203
15316    0.606
13550    0.425
14319    0.75
42272    0.19
43773    0.57
23665    0.334
19091    0.273
2209    0.736
9806    0.278
10941    0.243
29081    0.154
21736    0.37
23050    0.605
48413    0.574
3172    0.227
19822    0.293
32098    0.479
28097    0.669
882    0.694
32021    0.575
22274    0.533
45203    0.378
47538    0.493
11726    0.503
45518    0.124
46000    0.518
30174    0.617
12659    0.678
25729    0.702
30147    0.8
14007    0.097
15969    0.417
15242    0.313
6430    0.53
24171    0.151
15524    0.587
42468    0.301
7583    0.799
7332    0.153
26765    0.408
28510    0.714
286    0.638
38021    0.459
41894    0.691
41460    0.699
12138    0.748
9665    0.566
17069    0.222
27184    0.847
42119    0.819
6105    0.605
13490    0.234
10257    0.549
37105    0.199
18919    0.726
19868    0.698
45164    0.638
47362    0.395
14699    0.717
41790    0.237
25486    0.378
109    0.867
38684    0.193
16163    0.42
14986    0.83
14585    0.727
3074    0.305
17634    0.634
47651    0.731
16326    0.12
25239    0.143
11089    0.486
9983    0.58
49397    0.173
38534    0.652
21025    0.487
28349    0.295
3292    0.227
10650    0.357
44803    0.278
2566    0.887
31096    0.171
40494    0.155
7844    0.51
26276    0.414
24661    0.678
5869    0.513
46775    0.522
28263    0.89
13412    0.631
7439    0.59
8184    0.715
45989    0.659
36900    0.484
22455    0.141
19534    0.232
43455    0.723
39106    0.658
29507    0.839
13297    0.521
32346    0.08
22442    0.19
36101    0.3
35465    0.964
43770    0.044
27409    0.311
10581    0.192
18493    0.088
42457    0.789
1595    0.628
1418    0.614
41802    0.724
23443    0.76
34286    0.844
48336    0.576
17251    0.864
35979    0.698
44730    0.614
10451    0.227
7927    0.683
46254    0.773
42723    0.556
41342    0.215
959    0.23
10679    0.685
30444    0.831
35440    0.168
49738    0.65
25531    0.922
43022    0.874
26521    0.252
9406    0.324
35073    0.925
49275    0.828
3902    0.439
40490    0.079
35883    0.406
38024    0.296
30280    0.807
47654    0.817
37511    0.842
40898    0.504
9741    0.369
13985    0.856
15164    0.599
48627    0.605
26139    0.223
39440    0.256
44277    0.407
4064    0.45
552    0.155
15778    0.762
8392    0.415
2746    0.315
38283    0.18
41612    0.68
3618    0.339
1180    0.088
20873    0.299
20148    0.281
23871    0.233
2038    0.83
35738    0.382
20794    0.149
4984    0.532
18173    0.969
3441    0.744
10203    0.711
4519    0.613
33557    0.78
43503    0.32
34650    0.751
8866    0.319
15201    0.226
26593    0.787
42978    0.531
28232    0.31
1244    0.647
13978    0.425
47615    0.189
4432    0.125
44488    0.668
15831    0.089
47070    0.672
17503    0.374
8599    0.673
45052    0.599
2326    0.676
25834    0.538
42086    0.785
28932    0.306
12915    0.486
21143    0.801
22428    0.889
9103    0.399
8606    0.534
37883    0.751
24105    0.796
14227    0.299
36819    0.313
49984    0.258
24406    0.333
34832    0.503
19457    0.841
43710    0.501
30627    0.469
14230    0.325
17934    0.652
23624    0.201
4231    0.388
25182    0.177
36604    0.754
30742    0.816
37850    0.54
31630    0.483
24802    0.12
3685    0.485
23640    0.615
23034    0.87
20084    0.489
8356    0.446
10135    0.455
28198    0.332
14982    0.538
35763    0.329
29144    0.48
46877    0.622
6230    0.365
34113    0.606
29963    0.145
49799    0.137
1206    0.843
15933    0.852
24974    0.455
16159    0.308
14210    0.539
24373    0.658
2189    0.819
32607    0.319
30333    0.461
11390    0.833
11199    0.405
46512    0.08
11793    0.78
3263    0.523
21483    0.76
24053    0.197
8017    0.196
19335    0.303
26740    0.171
24632    0.737
4228    0.856
30416    0.244
17643    0.14
24350    0.809
17135    0.24
29434    0.48
11993    0.522
12866    0.591
8361    0.795
25275    0.367
26192    0.24
16597    0.639
48180    0.615
24484    0.526
44829    0.541
43190    0.76
14788    0.168
8295    0.574
4937    0.823
22265    0.251
20291    0.849
36037    0.795
43175    0.161
43473    0.405
37389    0.111
3592    0.214
49128    0.457
32685    0.853
26894    0.182
35114    0.201
1742    0.963
22698    0.93
45891    0.777
40548    0.758
21609    0.153
19798    0.556
32597    0.599
25276    0.483
24513    0.493
10552    0.881
26785    0.178
32945    0.176
43648    0.45
49304    0.698
27770    0.242
46463    0.719
14418    0.83
42855    0.567
2676    0.862
37340    0.78
27839    0.767
751    0.103
46929    0.773
34135    0.837
25313    0.788
15847    0.702
2687    0.874
1923    0.758
1807    0.439
43946    0.535
27539    0.358
15717    0.202
29581    0.686
14616    0.669
14687    0.079
15707    0.43
27632    0.897
13879    0.416
28845    0.496
25027    0.158
23356    0.547
3296    0.281
15410    0.682
25946    0.185
28646    0.175
46966    0.279
31203    0.075
10127    0.154
30387    0.714
43279    0.222
644    0.384
16442    0.728
19772    0.732
35942    0.925
25546    0.404
24137    0.851
43833    0.2
5107    0.268
2807    0.489
30942    0.173
9624    0.554
3141    0.497
26342    0.223
5601    0.715
16425    0.689
9634    0.665
39075    0.392
20295    0.217
47446    0.445
31560    0.461
30543    0.331
14776    0.641
21956    0.442
37005    0.697
42644    0.675
49974    0.299
6015    0.673
23395    0.274
13624    0.612
8183    0.439
4464    0.323
38499    0.466
48698    0.167
47975    0.219
366    0.354
32138    0.825
15690    0.625
13664    0.467
30764    0.474
32914    0.612
42947    0.443
14540    0.464
33461    0.164
9581    0.754
35975    0.418
4843    0.589
38957    0.753
33979    0.292
33886    0.737
37119    0.861
10438    0.218
43347    0.777
33477    0.763
34107    0.382
4073    0.584
30815    0.533
21023    0.288
46078    0.395
956    0.839
7890    0.244
48151    0.417
461    0.442
40434    0.835
30322    0.254
49905    0.722
32573    0.763
17455    0.51
15381    0.721
80    0.19
33470    0.65
25238    0.673
21904    0.775
38665    0.825
30202    0.348
3314    0.729
41030    0.148
15817    0.863
38071    0.382
31947    0.271
17000    0.8
8162    0.354
5965    0.22
14879    0.807
30080    0.231
12352    0.61
40302    0.359
25912    0.656
39349    0.79
48370    0.735
34251    0.785
37071    0.606
46102    0.635
19181    0.071
40253    0.18
40702    0.658
33563    0.787
31815    0.744
49796    0.417
34381    0.361
49669    0.715
48344    0.78
6334    0.815
1308    0.086
12022    0.636
33146    0.849
37518    0.312
11427    0.697
33534    0.66
33540    0.419
20407    0.486
8700    0.225
781    0.638
27892    0.4
36270    0.562
35063    0.703
48831    0.887
21192    0.841
30621    0.41
36844    0.202
16619    0.507
19943    0.197
32260    0.364
6432    0.514
27235    0.086
5244    0.824
31414    0.439
27411    0.4
41678    0.772
30521    0.72
31986    0.74
10193    0.698
35541    0.524
14956    0.474
26281    0.784
26816    0.154
41450    0.527
48564    0.556
34071    0.243
19995    0.146
1600    0.807
42204    0.222
18042    0.105
37440    0.434
37881    0.474
33307    0.214
37186    0.607
10284    0.852
45840    0.83
46271    0.237
26553    0.768
6363    0.356
16519    0.927
39907    0.533
7518    0.176
41331    0.792
16600    0.675
21905    0.173
31379    0.827
13739    0.496
18993    0.886
27930    0.585
18617    0.583
16167    0.937
5995    0.25
7787    0.159
13186    0.616
46149    0.794
41591    0.662
15090    0.245
41069    0.296
2020    0.174
30006    0.306
14817    0.328
48541    0.391
8986    0.701
25438    0.762
7276    0.246
7272    0.644
348    0.52
43356    0.27
15416    0.759
4250    0.846
1194    0.532
45036    0.321
2568    0.113
25362    0.131
17690    0.779
47892    0.636
28188    0.615
10841    0.563
39211    0.1
46003    0.127
36980    0.781
12615    0.591
16912    0.726
43506    0.244
30608    0.332
7243    0.1
26642    0.571
17653    0.553
10111    0.719
3781    0.586
34034    0.167
28727    0.769
12320    0.277
5302    0.721
3114    0.237
38068    0.775
19924    0.992
36593    0.4
13198    0.169
37778    0.259
43377    0.253
23466    0.672
13715    0.836
45321    0.19
40149    0.383
38172    0.217
9814    0.762
13723    0.238
13871    0.216
33338    0.602
14987    0.499
19944    0.695
9572    0.236
201    0.83
45357    0.287
2627    0.394
8215    0.298
18074    0.231
22199    0.71
10717    0.383
35961    0.082
38586    0.295
36822    0.776
43407    0.24
9192    0.651
19584    0.767
17612    0.769
45297    0.39
38199    0.399
16591    0.318
23318    0.553
9237    0.283
45673    0.824
24823    0.875
43382    0.202
1914    0.702
40428    0.584
39250    0.06
34623    0.62
35388    0.741
27505    0.128
5928    0.594
12218    0.516
29382    0.225
42829    0.514
8978    0.825
4842    0.144
29374    0.23
14332    0.818
33001    0.534
28961    0.874
20441    0.122
20274    0.386
23634    0.317
44005    0.713
42365    0.764
49506    0.511
6471    0.163
23969    0.233
36335    0.351
38454    0.784
28567    0.247
16642    0.177
48621    0.379
33515    0.657
27707    0.786
37912    0.85
21698    0.112
22645    0.616
42033    0.22
42355    0.678
28793    0.808
1376    0.764
3872    0.19
1669    0.184
12828    0.202
29494    0.171
26832    0.729
21747    0.112
32097    0.522
35230    0.38
4379    0.499
18957    0.781
38033    0.541
10677    0.522
6264    0.255
7232    0.193
41276    0.806
4487    0.716
27657    0.596
14119    0.128
48682    0.657
6748    0.299
4342    0.473
23298    0.803
3077    0.513
49035    0.517
38551    0.549
16633    0.428
41141    0.591
16486    0.513
13767    0.632
5251    0.095
26770    0.217
23931    0.843
28724    0.177
11870    0.588
11671    0.608
2855    0.285
10573    0.068
2821    0.584
9850    0.877
29450    0.487
48279    0.354
38360    0.667
5170    0.599
18109    0.457
2593    0.248
48065    0.473
36364    0.506
11906    0.52
26460    0.678
11441    0.16
31507    0.881
25652    0.093
8712    0.478
18973    0.323
20078    0.632
37759    0.597
23476    0.544
7821    0.833
22103    0.744
11295    0.87
28725    0.557
21845    0.939
9258    0.124
41549    0.107
27946    0.336
43865    0.603
23776    0.22
34781    0.79
14654    0.363
36490    0.676
25149    0.743
43920    0.558
41801    0.189
24868    0.709
15821    0.525
26802    0.316
11901    0.219
27605    0.708
13771    0.118
19187    0.213
9198    0.173
23394    0.064
22979    0.437
10433    0.227
41681    0.765
10380    0.432
19343    0.675
48342    0.704
24587    0.296
1657    0.757
16432    0.562
21341    0.815
32078    0.215
37320    0.658
37874    0.485
33772    0.106
16726    0.368
7345    0.47
36099    0.123
40565    0.819
10373    0.509
14882    0.697
34284    0.165
40969    0.73
37266    0.516
35325    0.063
48723    0.387
30282    0.275
16528    0.124
16495    0.115
45980    0.168
4610    0.328
49140    0.168
7000    0.164
20795    0.235
36798    0.573
45162    0.709
25281    0.707
37527    0.675
10245    0.389
6944    0.814
13438    0.673
31570    0.199
8222    0.518
25285    0.491
9979    0.916
13707    0.229
18215    0.227
42801    0.806
48939    0.5
22786    0.57
33479    0.174
17703    0.475
15495    0.21
23228    0.568
13159    0.595
32003    0.754
267    0.34
29377    0.238
25595    0.482
5873    0.263
2872    0.871
42674    0.342
27329    0.517
32653    0.538
35451    0.149
39083    0.332
36918    0.227
33958    0.09
22219    0.449
23824    0.304
8399    0.745
23018    0.663
3382    0.478
9158    0.557
49462    0.353
13951    0.77
18658    0.392
19561    0.237
7734    0.677
26416    0.044
13526    0.814
34755    0.239
37657    0.624
23293    0.152
308    0.543
10348    0.211
24330    0.348
47581    0.812
15255    0.303
32032    0.809
24651    0.682
42918    0.202
16455    0.204
47479    0.28
43758    0.556
12117    0.832
2798    0.417
38221    0.198
47898    0.61
45868    0.163
31828    0.708
20546    0.184
4629    0.186
16449    0.543
12333    0.561
43308    0.746
30124    0.64
26330    0.233
37597    0.425
29889    0.789
17971    0.433
36920    0.409
49940    0.137
5720    0.573
1635    0.614
8102    0.5
10350    0.56
14429    0.88
46017    0.798
19445    0.499
7055    0.798
14048    0.562
5051    0.52
